movieId,title,genres
4358,Archana (1974),Drama|Family            
4359,Hawas (1974),Drama|Family|Romance            
4360,Kora Kagaz (1974),Drama|Musical|Family            
4361,Azad Mohabbat (1974),Drama|Romance            
4362,Kunwara Baap (1974),Comedy|Drama            
4363,Manzilein Aur Bhi Hain (1974),Drama
4365,Raja Kaka (1974),Action|Drama            
4368,Hamrahi (1974),Comedy|Family|Romance            
4369,Paap Aur Punya (1974),Musical|Romance            
4373,Vandana (1975),Family
4374,Aakraman (1975),Drama|History|Romance            
4376,Nishant (1975),Crime|Drama            
4377,Uljhan (1975),Mystery
4378,Mili (1975),Drama|Romance|Family            
4381,Faraar (1975),Action|Crime|Drama            
4383,Jaan Hazir Hai (1975),Drama
4384,Khushboo (1975),Drama|Romance            
4386,Vardaan (1975),Drama
4389,Alakh Niranjan (1975),Fantasy
4390,Chorus (1975),Fantasy|Drama            
4391,Rafoo Chakkar (1975),Action|Comedy|Drama            
4393,Zakhmee (1975),Crime|Drama|Musical            
4394,Lafange (1975),Drama|Family            
4395,Anokha (1975),Action|Comedy|Crime            
4396,Ranga Khush (1975),Action|Crime|Drama            
4397,Ek Mahal Ho Sapno Ka (1975),Drama|Family            
4398,Prem Kahani (1975),Drama|Musical|Romance            
4399,Zameer (1975),Action|Drama            
4400,Chori Mera Kaam (1975),Comedy|Musical|Romance            
4401,Umar Qaid (1975),Action|Thriller            
4403,Toofan (1975),Action|Adventure            
4404,Mounto (1975),Action|Crime            
4405,Apne Rang Hazaar (1975),Drama|Romance            
4409,Aandhi (1975),Drama|Romance            
4410,Dharam Karam (1975),Family|Drama            
4411,Andhera (1975),Crime|Drama|Thriller            
4413,Rani Aur Lalpari (1975),Drama|Family|Fantasy            
4414,Charandas Chor (1975),Drama
4416,Himalay Se Ooncha (1975),Action|Adventure|Drama            
4417,Salaakhen (1975),Action|Thriller            
4419,Dharmatma (1975),Action|Romance|Thriller            
4421,Apne Dushman (1975),Crime|Drama|Mystery            
4422,Raftaar (1975),Drama
4423,Kaam Shastra (1975),Thriller
4424,Kaala Sona (1975),Action|Thriller            
4426,Khel Khel Mein (1975),Comedy|Mystery|Romance            
4428,Dafaa 302: Indian Penal Code Section 302 (Section of Murder) (1975),Drama|Mystery            
4429,Sunehra Sansar (1975),Drama|Family            
4430,Deewaar (1975),Action|Crime|Drama            
4431,Ponga Pandit (1975),Drama|Family|Action            
4432,Saazish (1975),Action|Crime|Thriller            
4433,Raaja (1975),Drama|Family            
4437,Sewak (1975),Drama
4440,Do Jhoot (1975),Romance
4443,Qaid (1975),Drama|Romance|Thriller            
4444,Do Jasoos (1975),Comedy|Mystery            
4445,Tumhara Kalloo (1975),Drama|Romance            
4447,Geet Gaata Chal (1975),Comedy|Drama|Family            
4449,Sholay (1975),Action|Adventure|Comedy            
4450,Aakhri Daao (1975),Action|Crime|Drama            
4451,Amanush (1975),Drama|Family            
4457,Daaku (1975),Action|Thriller            
4458,Maya Machindra (1975),Drama
4459,Mere Sajna (1975),Drama|Romance            
4460,Dhoti Lota Aur Chowpatty (1975),Comedy
4463,Balak Aur Janwar (1975),Adventure
4465,Chupke Chupke (1975),Comedy|Drama|Romance            
4466,Julie (1975),Family|Musical|Romance            
4467,Kaagaz Ki Nao (1975),Drama
4468,Kahtey Hain Mujhko Raja (1975),Action|Family            
4470,Mazaaq (1975),Comedy
4471,Mausam (1975),Musical|Romance            
4473,Munni (1975),Animation
4474,Do Thug (1975),Action|Crime|Drama            
4475,Natak (1975),Drama
4476,Chaitali (1975),Drama
4477,Warrant (1975),Action|Thriller            
4479,Dayar E Madina (1975),Drama
4480,Zinda Dil (1975),Action|Romance            
4481,Pratiggya (1975),Action|Comedy|Drama            
4482,Jaggu (1975),Crime
4483,Veeru Ustaad (1975),Drama
4484,Sanyasi (1975),Drama
4486,Jai Santoshi Maa (1975),Drama|Fantasy            
4489,Khaan Dost (1976),Action|Crime|Drama            
4492,Balika Badhu (1976),Comedy|Drama|Romance            
4493,Kabeela (1976),Action|Adventure|Crime            
4495,Shankar Dada (1976),Drama
4496,Aaj Ka Mahaatma (1976),Action|Romance            
4500,Bhanwar (1976),Drama|Romance            
4503,Bajrangbali (1976),Fantasy
4504,Sabse Bada Rupaiya (1976),Comedy
4506,Nehle Pe Dehlaa (1976),Action|Crime|Drama            
4507,Dus Numbri (1976),Action|Comedy|Drama            
4508,Mera Dharam Meri Maa (1976),Drama
4510,Shankar Shambhu (1976),Action|Crime|Drama            
4512,Rangilla Ratan (1976),Action
4513,Zindagi (1976),Drama|Romance            
4514,Kalicharan (1976),Action|Adventure|Crime            
4515,Aap Beati (1976),Drama|Family            
4516,Sita Swayamvar (1976),Adventure|Drama|Fantasy            
4517,Sankoch (1976),Drama|Romance            
4521,Bhala Manus (1976),Drama|Romance            
4522,Shaque (1976),Drama
4523,Chitchor (1976),Drama|Romance            
4524,Mayura (1976),Drama
4529,Mazdoor Zindabaad (1976),Drama
4530,Chalte Chalte (1976),Romance|Thriller            
4531,Udhar Ka Sindur (1976),Drama|Romance            
4532,Ginny Aur Johnny (1976),Comedy|Drama|Family            
4533,Jeevan Jyoti (1976),Drama|Family            
4537,Bullet (1976),Action|Crime|Thriller            
4538,Barood (1976),Action|Crime|Drama            
4540,Kabhie Kabhie (1976),Drama|Romance            
4544,Deewaangee (1976),Action|Crime|Drama            
4546,Gumrah (1976),Action|Romance            
4549,Maa (1976),Drama|Family            
4550,Sharafat Chhod Di Main Ne (1976),Drama
4551,Arjun Pandit (1976),Drama|Family            
4552,Naach Uthe Sansaar (1976),Romance
4553,Fakira (1976),Action|Drama|Thriller            
4555,Chhoti Si Baat (1976),Comedy|Romance            
4556,Jai Mahalaxmi Maa (1976),Fantasy
4559,Do Anjaane (1976),Drama
4561,Adalat (1976),Action|Drama|Family            
4563,Sangram (1976),Drama|Action|Crime            
4564,Hera Pheri (1976),Action|Comedy|Crime            
4566,Koi Jeeta Koi Haara (1976),Drama|Romance            
4568,Bairaag (1976),Drama|Thriller            
4569,Bundal Baaz (1976),Comedy|Fantasy|Romance            
4570,Kadambari (1976),Drama|Romance            
4571,Mayooraa (1976),Drama
4572,Lagaam (1976),Action
4573,Mehbooba (1976),Drama|Romance            
4574,Manthan (1976),Drama
4575,Khalifa (1976),Action|Crime|Drama            
4577,Jaaneman (1976),Crime|Drama|Romance            
4580,Sajjo Rani (1976),Drama
4581,Aaj Ka Ye Ghar (1976),Drama
4583,Charas (1976),Action|Drama|Romance            
4584,Raakhi Aur Rifle (1976),Action
4585,Ek Se Badhkar Ek (1976),Action|Comedy|Crime            
4587,Maha Chor (1976),Action|Comedy|Drama            
4589,Harfan Maulaa (1976),Action|Crime|Drama            
4590,Nagin (1976),Fantasy|Thriller|Action            
4593,Tapasya (1976),Drama|Family            
4596,Suntan (1976),Drama
4598,Apnapan (1977),Drama|Romance            
4599,Palkon Ki Chhaon Mein (1977),Drama|Romance            
4600,Khoon Pasina (1977),Action|Drama            
4603,Anurodh (1977),Drama|Family            
4604,Gharaonda (1977),Drama|Romance            
4606,Naami Chor (1977),Action
4608,Alibaba Marjinaa (1977),Action|Adventure            
4610,Ek Hi Raasta (1977),Drama
4612,Bhumika (1977),Drama
4613,Chor Sipahee (1977),Action|Crime|Drama            
4614,Chandi Sona (1977),Action|Thriller            
4616,Tyaag (1977),Drama|Romance            
4617,Yaaron Ka Yaar (1977),Action
4618,Haiwan (1977),Musical|Mystery|Thriller            
4619,Jallian Wala Bagh (1977),History
4620,Amaanat (1977),Drama|Family            
4622,Duniyadari (1977),Drama
4623,Darling Darling (1977),Romance
4625,Daku Aur Mahatma (1977),Action|Drama            
4626,Parvarish (1977),Action|Crime|Drama            
4630,Hum Kisise Kum Naheen (1977),Action|Comedy|Drama            
4631,Jadu Tona (1977),Horror|Romance            
4632,Darinda (1977),Action
4633,Niyaz Aur Namaaz (1977),Drama
4634,Yehi Hai Zindagi (1977),Comedy|Drama            
4636,Agar... If (1977),Drama
4638,Chaalu Mera Naam (1977),Action|Crime            
4639,Immaan Dharam (1977),Action|Drama            
4640,Zamaanat (1977),Action|Drama|Thriller            
4644,Safed Haathi (1977),Adventure|Drama|Family            
4645,Do Chehere (1977),Drama|Family            
4647,Aaina (1977),Drama
4651,Mera Vachan Geeta Ki Kasam (1977),Action
4652,Chakkar Pe Chakkar (1977),Action|Comedy|Crime            
4653,Hira Aur Patthar (1977),Family
4655,Aadha Din Aadhee Raat (1977),Action
4657,Meethi Meethi Baatein (1977),Drama
4659,Ananda Ashram (1977),Drama|Family            
4661,Kotwal Saab (1977),Action|Crime|Drama            
4665,Dhoop Chhaon (1977),Drama
4666,Dream Girl (1977),Romance|Thriller            
4667,Thief of Baghdad (1977),Adventure
4668,Vishwasghaat (1977),Action|Crime|Drama            
4669,Kurukshetra (1977),Action|Drama|History            
4670,Veer Arjun (1977),Drama
4671,Kalabaaz (1977),Action|Adventure|Drama            
4672,Hatyara (1977),Action|Crime            
4673,Kitaab (1977),Drama
4674,Dulhan Wahi Jo Piya Man Bhaaye (1977),Musical|Drama|Family            
4675,Shirdi Ke Sai Baba (1977),Biography|Drama            
4676,Karm (1977),Drama|Family            
4677,Agent Vinod (1977),Action|Crime|Drama            
4678,Farishta Ya Qatil (1977),Action|Drama            
4679,Ram Bharose (1977),Comedy
4680,Ab Kya Hoga (1977),Mystery|Thriller            
4681,Aap Ki Khatir (1977),Action|Comedy|Drama            
4682,Paheli (1977),Drama|Family            
4683,Kasam Khoon Ki (1977),Action|Thriller            
4686,Chacha Bhatija (1977),Action|Comedy|Drama            
4687,Pandit Aur Pathan (1977),Action|Crime|Drama            
4688,Maha Badmaash (1977),Action|Crime|Thriller            
4690,Aafat (1977),Crime|Drama            
4691,Dharam Veer (1977),Action|Adventure|Comedy            
4692,Paapi (1977),Action|Crime|Drama            
4693,Taxi Taxie (1977),Adventure|Comedy|Drama            
4694,Inkaar (1977),Mystery|Thriller            
4695,Sahib Bahadur (1977),Comedy
4697,Amar Akbar Anthony (1977),Action|Comedy|Drama            
4699,Doosara Aadmi (1977),Drama|Family|Romance            
4701,Mrigayaa (1977),Drama
4702,Mandir Masjid (1977),Drama
4703,Tinku (1977),Drama
4704,Jai-Vijay (1977),Action|Adventure|Drama            
4705,Kacha Chor (1977),Drama
4706,Kinara (1977),Drama|Romance            
4707,Dildaar (1977),Action|Comedy|Drama            
4708,Khel Khilari Ka (1977),Action|Thriller            
4709,Swami (1977),Drama
4710,Alaap (1977),Drama|Musical            
4711,Abhi To Jee Lein (1977),Action|Drama|Thriller            
4712,Rakshaa Bandhan (1977),Drama
4713,Do Sholay (1977),Action
4718,Chala Murari Hero Banne (1977),Comedy|Musical|Romance            
4719,Chalta Purza (1977),Action|Thriller            
4721,Chhailla Babu (1977),Action|Crime|Romance            
4722,Shankar Hussain (1977),Drama
4723,Aashiq Hoon Baharon Ka (1977),Romance
4724,Shatranj Ke Khilari (1977),Comedy|Drama|History            
4725,Mama Bhanja (1977),Comedy|Drama|Family            
4726,Aadmi Sadak Ka (1977),Drama|Family            
4727,Videsh (1977),Action|Crime|Drama            
4728,Charandas (1977),Drama|Family            
4740,Purana Purush (1978),Action|Adventure|Comedy            
4742,Safed Jhoot (1978),Comedy|Drama|Family            
4744,Daku Aur Jawan (1978),Action
4745,Chakravyuha (1978),Action|Mystery|Thriller            
4747,Kissaa Kursee Kaa (1978),Drama
4749,Apna Khoon (1978),Action|Comedy|Crime            
4751,Tere Pyaar Mein (1978),Musical
4752,Aahuti (1978),Action|Drama            
4754,Chor Ke Ghar Chor (1978),Action|Comedy|Crime            
4756,Trishul (1978),Action|Drama|Musical            
4759,Raja Rani Ko Chahiye Pasina (1978),Drama|Family            
4763,Bhola Bhala (1978),Action|Crime|Drama            
4767,Adventures of Aladdin (1978),Adventure
4768,Chor Ho To Aisa (1978),Action|Crime|Drama            
4772,Hamaara Sansaar (1978),Drama
4776,Karmayogi (1978),Action|Drama            
4777,Arvind Desai Ki Ajeeb Dastaan (1978),Drama
4778,Aakhri Daku (1978),Action
4781,Don (1978),Action|Crime|Thriller            
4782,Damaad (1978),Comedy
4783,Naya Daur (1978),Action|Crime|Drama            
4784,Ganga Ki Saugand (1978),Action|Drama            
4787,Anjane Mein (1978),Drama|Family            
4789,Muqaddar Ka Sikandar (1978),Drama|Romance            
4791,College Girl (1978),Romance
4795,Khoon Ka Badla Khoon (1978),Action|Thriller            
4798,Shalimar (1978),Action|Adventure|Crime            
4799,Rahu Ketu (1978),Action
4800,Atithee (1978),Drama|Romance            
4801,Badaltey Rishtey (1978),Drama|Romance            
4804,Kasme Vaade (1978),Action|Crime|Drama            
4805,Kaala Aadmi (1978),Action|Thriller            
4808,Heeralal Pannalal (1978),Action|Comedy            
4809,Nasbandi (1978),Comedy|Drama            
4812,Darwaza (1978),Horror
4813,Tumhare Liye (1978),Drama|Family            
4816,Dillagi (1978),Comedy|Romance            
4821,Toote Khilone (1978),Drama
4823,Dil Aur Deewaar (1978),Action|Crime|Drama            
4824,Bandie (1978),Action|Drama|Romance            
4826,Muqaddar (1978),Drama|Family            
4830,Do Musafir (1978),Drama|Family|Romance            
4832,Swarg Narak (1978),Comedy|Drama|Romance            
4833,Trishna (1978),Drama
4835,Phool Khile Hain Gulshan Gulshan (1978),Drama|Family            
4837,Tumhari Kassam (1978),Romance
4839,Kondura (The Sage from the Sea) (1978),Drama
4840,Main Tulsi Tere Aangan Ki (1978),Drama|Family            
4842,Through the Eyelashes (1978),Drama|Family|Romance            
4843,Devata (1978),Drama|Family            
4844,Khatta Meetha (1978),Comedy|Drama            
4846,Sone Ka Dil Lohe Ke Haath (1978),Action
4849,Ghar (1978),Drama|Romance            
4851,Anpadh (1978),Drama
4852,Vishwanath (1978),Action|Mystery|Thriller            
4855,Amar Shakti (1978),Action|Adventure|Comedy            
4856,Phaansi (1978),Action|Drama            
4860,Saajan Bina Suhagan (1978),Crime|Drama|Family            
4861,Anjaam (1978),Action|Crime|Drama            
4864,Mera Rakshak (1978),Action|Crime|Drama            
4865,Dil Se Mile Dil (1978),Romance
4866,Phandebaaz (1978),Action|Comedy            
4867,Khoon Ki Pukaar (1978),Action|Drama|Musical            
4871,Gaman (1978),Drama
4872,Anmol Tasveer (1978),Drama|Family            
4874,Besharam (1978),Action|Drama            
4877,Parmatma (1978),Adventure|Drama|Family            
4879,Ram Kasam (1978),Action
4880,Satyam Shivam Sundaram: Love Sublime (1978),Drama|Romance            
4884,Pati Patni Aur Woh (1978),Comedy|Romance            
4887,Des Pardes (1978),Drama|Family            
4889,Naukri (1978),Comedy|Fantasy            
4891,Ek Baap Chhe Bete (1978),Comedy|Drama            
4894,Azaad (1978),Action|Comedy|Drama            
4896,Gautam Govinda (1979),Action|Crime|Drama            
4897,Jaan-E-Bahaar (1979),Drama|Family|Romance            
4898,Hum Tere Ashiq Hain (1979),Drama
4899,Griha Pravesh (1979),Drama
4900,Mr. Natwarlal (1979),Action|Comedy|Romance            
4901,Magroor (1979),Action
4902,Naya Bakra (1979),Comedy
4903,Lahu Ke Do Rang (1979),Action|Drama            
4904,Sawan Ko Aane Do (1979),Musical|Drama|Romance            
4905,Aur Kaun? (1979),Horror
4906,Lok Parlok (1979),Action|Comedy|Drama            
4907,Habari (1979),Action
4909,Dhongee (1979),Action|Comedy|Drama            
4910,Nauker (1979),Comedy|Drama            
4911,Manzil (1979),Drama|Romance|Family            
4912,Suhaag (1979),Action|Drama|Musical            
4915,Muqabla (1979),Action|Adventure|Drama            
4917,Prem Vivah (1979),Drama|Family            
4918,Salaam Memsaab (1979),Drama|Comedy|Family            
4919,Maan Apmaan (1979),Drama
4923,Hanky Panky (1979),Comedy|Romance            
4924,Shaayad (1979),Drama
4926,Diler (1979),Action
4927,Kartavya (1979),Action|Drama            
4928,Sargam (1979),Musical|Romance            
4929,Chambal Ki Rani (1979),Action|Crime            
4931,Sunayana (1979),Comedy|Drama|Romance            
4932,Janta Hawaldar (1979),Comedy|Crime|Drama            
4933,Junoon (1979),Drama
4934,Baton Baton Mein (1979),Comedy|Romance            
4936,Guru Ho Jaa Shuru (1979),Action|Crime|Drama            
4937,Aatish (1979),Action
4938,Ladke Baap Se Badke (1979),Action|Adventure|Drama            
4940,Duniya Meri Jeb Mein (1979),Action|Thriller            
4941,Lakhan (1979),Action|Crime|Drama            
4942,Saanch Ko Aanch Nahin (1979),Drama|Family            
4943,Do Hawaldar (1979),Drama
4946,Jhoota Kahin Ka (1979),Comedy|Drama|Romance            
4947,Bhakti Mein Shakti (1979),Adventure|Drama|History            
4949,Prem Bandhan (1979),Adventure|Drama|Romance            
4951,The Great Gambler (1979),Action|Crime|Romance            
4952,Iqraar (1979),Musical|Mystery            
4953,Sarkari Mehman (1979),Drama|Family            
4954,Amar Deep (1979),Drama|Romance            
4956,Heera-Moti (1979),Action
4958,Atmaram (1979),Family
4960,Ratnadeep (1979),Drama|Family            
4961,Sampark (1979),Drama
4962,Meri Biwi Ki Shaadi (1979),Comedy|Drama            
4963,Naalayak (1979),Drama|Family            
4965,Do Ladke Dono Kadke (1979),Comedy|Crime            
4966,Shikshaa (1979),Drama|Family            
4967,Dooriyaan (1979),Drama|Family            
4970,Bebus (1979),Drama
4972,Ahinsa (1979),Action|Drama            
4973,Jaandaar (1979),Action|Crime|Thriller            
4976,Raadha Aur Seeta (1979),Drama|Family            
4977,Naiyya (1979),Drama|Family            
4978,Bin Phere Hum Tere (1979),Drama|Family            
4980,Aakhri Kasam (1979),Action|Thriller            
4983,Raja Harishchandrra (1979),Biography|History            
4984,Khandaan (1979),Drama|Romance            
4986,Love in Canada (1979),Drama|Romance            
4987,Noorie (1979),Drama|Family|Romance            
4989,Aangan Ki Kali (1979),Drama|Family            
4990,Meera (1979),Drama|History            
4991,Hamare Tumhare (1979),Family
4992,Gopal Krishna (1979),Fantasy
4994,Shaitan Mujrim (1979),Adventure|Crime|Horror            
4996,Yuvraaj (1979),Action|Adventure|Drama            
4997,Inspector Eagle (1979),Adventure
4998,Jaani Dushman (1979),Action|Horror|Mystery            
4999,Bagula Bhagat (1979),Action|Thriller            
5000,Jurmana (1979),Drama|Romance            
5003,Nagin Aur Suhagan (1979),Adventure|Drama|Thriller            
5004,Har Har Gange (1979),Adventure|Drama|Fantasy            
5005,Do Shikari (1979),Action|Adventure|Drama            
5006,Surakksha (1979),Action|Adventure|Crime            
5007,Solva Sawan (1979),Drama
5008,Dil Kaa Heera (1979),Drama
5009,Kaala Patthar (1979),Action|Drama|History            
5010,Ahsaas (1979),Drama|Romance            
5011,Kalank (1979),Drama
5012,Jeena Yahan (1979),Drama
5014,Dada (1979),Action|Drama|Family            
5016,Satah Se Uthata Aadmi (1980),Drama
5018,Adventures of Ali-Baba and the Forty Thieves (1980),Action|Adventure|Family            
5019,Karmveer (1980),Action
5020,The Naxalites (1980),Drama
5021,Jwalamukhi (1980),Action|Romance|Drama            
5023,Jal Mahal (1980),Fantasy
5024,Taxi Chor (1980),Crime|Thriller            
5026,Karz (1980),Action|Musical|Romance            
5027,Kali Ghata (1980),Romance|Thriller|Mystery            
5028,Saajan Mere Main Saajan Ki (1980),Drama|Romance            
5029,Nishana (1980),Action|Drama            
5030,Nani Maa (1980),Fantasy
5032,Abdullah (1980),Action|Drama|Romance            
5034,Takkar (1980),Drama
5035,Choron Ki Baaraat (1980),Action
5036,Patita (1980),Drama
5037,Payal Ki Jhankaar (1980),Romance
5039,Maan Abhiman (1980),Drama|Family            
5042,Ek Baar Kaho (1980),Drama|Family|Romance            
5043,Aap Ke Deewane (1980),Romance
5047,Ambe Maa Jagdambe Maa (1980),Comedy|Drama|Family            
5048,Gunehgaar (1980),Action
5050,Ek Baar Phir (Once Again) (1980),Drama
5052,Swayamvar (1980),Comedy|Drama|Romance            
5054,Zalim (1980),Action|Mystery            
5056,Oh Bewafa (1980),Drama|Romance            
5057,Teen Ekkey (1980),Action|Comedy|Thriller            
5058,Yeh Kaisa Insaf? (1980),Drama
5060,Khubsoorat (1980),Comedy|Drama|Family            
5061,Bambai Ka Maharaja (1980),Action|Crime|Drama            
5062,Do Premee (1980),Action|Thriller            
5063,Bin Maa Ke Bachche (1980),Drama
5064,Pyaara Dushman (1980),Action
5065,Do Aur Do Paanch (1980),Action|Comedy|Drama            
5067,Chambal Ki Kasam (1980),Action|Crime            
5068,Sparsh (1980),Drama|Romance            
5069,Lootmaar (1980),Action|Thriller            
5071,Unees Bees (1980),Drama
5072,Jazbaat (1980),Drama
5076,Sau Din Saas Ke (1980),Drama
5077,Morchha (1980),Action|Adventure|Musical            
5078,Samadhan (1980),Drama
5083,Ek Gunah Aur Sahi (1980),Action|Crime|Thriller            
5084,Qurbani (1980),Action|Crime|Drama            
5085,Agreement (1980),Musical|Comedy|Drama            
5088,Apne Paraye (1980),Drama|Family|Comedy            
5090,Kasturi (1980),Drama
5091,Man Pasand (1980),Comedy|Drama            
5092,The Burning Train (1980),Action|Thriller            
5093,Badla Aur Balidan (1980),Action|Drama            
5095,Ganga Aur Suraj (1980),Drama
5096,Khwab (1980),Crime|Drama|Romance            
5098,Hum Paanch (1980),Action|Drama            
5099,Chunaoti (1980),Action|Thriller            
5100,Be-Reham (1980),Action|Crime|Thriller            
5101,Friendship (1980),Action|Crime|Drama            
5103,Neeyat (1980),Family|Drama            
5104,Aakhri Insaaf (1980),Action|Mystery            
5105,Khoon Kharaba (1980),Action
5108,Insaf Ka Tarazu (1980),Crime|Drama            
5109,Aap To Aise Na The (1980),Romance|Drama|Family            
5110,Shaan (1980),Action|Adventure|Crime            
5111,Red Rose (1980),Crime|Romance|Thriller            
5113,Lahu Pukarega (1980),Action
5114,Kala Pani (1980),Action
5115,Humkadam (1980),Musical|Drama|Family            
5116,Manokaamnaa (1980),Drama|Romance            
5118,Beqasoor (1980),Action|Crime|Drama            
5119,Sitara (1980),Drama|Family            
5121,Gehrayee (1980),Drama|Horror            
5122,Albert Pinto Ko Gussa Kyon Ata Hai (1980),Comedy|Drama|Romance            
5123,Phir Wohi Raat (1980),Crime|Horror|Mystery            
5126,Hum Nahin Sudhrenge (1980),Comedy|Crime|Drama            
5127,Khanjar (1980),Thriller
5130,Jyoti Bane Jwala (1980),Drama|Family|Action            
5133,Bombay 405 Miles (1980),Comedy|Action            
5134,Desh Drohee (1980),Action
5136,Dhan Daulat (1980),Drama
5137,Thodisi Bewafaii (1980),Drama
5139,Aasha (1980),Drama|Musical|Romance            
5140,Garam Khoon (1980),Action
5141,Guest House (1980),Horror
5142,Judaai (1980),Family|Drama            
5143,Nazrana Pyar Ka (1980),Drama
5144,Aanchal (1980),Action|Drama|Family            
5146,Aakrosh (1980),Crime|Drama|Music            
5147,Dilwale Dulhaniya Le Jayenge (1980),Romance
5148,Saboot (1980),Mystery|Thriller            
5153,Ek Do Teen Chaar (1980),Action
5154,Yari Dushmani (1980),Action|Drama            
5157,Kismet (1980),Action|Family|Musical            
5159,Sharda (1981),Drama|Family            
5160,Saajan Ki Saheli (1981),Family|Drama            
5161,Kalyug (1981),Drama
5164,Maan Gaye Ustaad (1981),Drama
5165,Poonam (1981),Drama
5167,Mahabali Hanuman (1981),Adventure|Family|Fantasy            
5171,Shama (1981),Crime|Drama|Romance            
5172,Kanhaiyaa (1981),Action|Crime|Drama            
5173,Hotel (1981),Horror|Mystery            
5176,Jwaala Daaku (1981),Action
5179,Ek Aur Ek Gyarah (1981),Action|Thriller            
5185,Dard (Conflict of Emotions) (1981),Drama|Crime|Family            
5188,Naseeb (1981),Action|Musical|Romance            
5190,Jyoti (1981),Drama
5191,Plot No. 5 (1981),Mystery
5193,Raaz (1981),Crime|Mystery|Thriller            
5196,Chehre Pe Chehra (1981),Drama|Horror|Romance            
5197,Waqt Ki Deewar (1981),Action|Crime|Drama            
5199,Jeene Ki Arzoo (1981),Drama
5200,Laawaris (1981),Drama|Action|Musical            
5201,Pehla Adhyay (1981),Drama
5202,Mangalsutra (1981),Horror|Thriller            
5203,Jail Yatra (1981),Action|Romance            
5204,Jiyo To Aise Jiyo (1981),Drama|Family            
5205,Shodh (1981),Drama
5207,Bombay Express (1981),Action
5208,Sahhas (1981),Action
5209,Aas Paas (1981),Romance
5210,Josh (1981),Action
5212,Katilon Ke Kaatil (1981),Action|Comedy|Drama            
5213,Ahista Ahista (1981),Musical|Romance            
5215,Yeh Rishta Na Tootay (1981),Crime|Drama            
5216,Wardat (1981),Action|Thriller            
5217,Dahshat (1981),Horror
5218,Zamaane Ko Dikhana Hai (1981),Romance|Thriller            
5220,Agni Pareeksha (1981),Crime|Drama            
5222,Guru Suleman Chela Pahelwan (1981),Action|Comedy            
5223,Be-Shaque (1981),Adventure|Crime|Drama            
5226,Prem Geet (1981),Romance
5228,Dhanwan (1981),Crime|Drama|Family            
5231,Kaalia (1981),Action|Drama            
5232,Kasam Bhawani Ki (1981),Action
5233,Meena Kumari Ki Amar Kahani (1981),Drama
5234,Rocky (1981),Action|Romance            
5237,Naram Garam (1981),Comedy|Drama            
5238,Commander (1981),Action
5240,Dhuan (1981),Drama
5241,Kahan Kahan Se Guzar Gaya (1981),Drama
5246,Kudrat (1981),Drama|Mystery|Romance            
5247,Raksha (1981),Action|Drama            
5248,Kranti (1981),Action|Adventure|Drama            
5252,Hum Se Badkar Kaun (1981),Adventure|Drama            
5253,Sansani: The Sensation (1981),Thriller
5254,Biwi-O-Biwi (1981),Comedy|Romance            
5255,Barsaat Ki Ek Raat (1981),Romance|Thriller            
5256,Kahani Ek Chor Ki (1981),Action|Crime            
5258,Chashme Buddoor (1981),Comedy|Family|Romance            
5259,Sannata (1981),Horror|Mystery            
5261,Ek Hi Bhool (1981),Drama|Family|Romance            
5262,Silsila (1981),Drama|Family|Romance            
5263,Ladies Tailor (1981),Comedy
5264,Daasi (1981),Drama|Romance            
5266,Baseraa (1981),Drama|Family            
5267,Nakhuda (1981),Drama|Family|Romance            
5268,Chakra (1981),Action
5269,Ghamandee (1981),Drama
5272,Fiffty Fiffty (1981),Action|Comedy|Musical            
5273,Armaan (1981),History
5278,Aapas Ki Baat (1981),Action|Romance            
5279,Pyaasa Sawan (1981),Family|Romance            
5280,Khoon Ka Rishta (1981),Action
5281,Laparwah (1981),Action|Drama            
5282,Meri Aawaz Suno (1981),Action|Crime|Drama            
5284,Dushman Dost (1981),Adventure|Crime|Mystery            
5285,Itni Si Baat (1981),Comedy|Family            
5287,Sameera (1981),Drama|Family            
5288,Shradhanjali (1981),Drama|Family            
5289,Do Dil Diwane (1981),Romance
5290,Krodhi (1981),Action|Crime|Thriller            
5291,Khoon Aur Paani (1981),Action|Drama            
5292,Shakka (1981),Action
5293,Love Story (1981),Drama|Musical|Romance            
5296,Paanch Qaidi (1981),Action|Adventure            
5297,Sazaye Maut (1981),Crime|Drama            
5298,Yaarana (1981),Action|Comedy|Drama            
5299,Chirutha (1981),Drama
5300,Khuda Kasam (1981),Drama|Family|Romance            
5301,Harjaee (1981),Romance
5302,Professor Pyarelal (1981),Action|Crime|Thriller            
5303,Tajurba (1981),Action|Adventure            
5304,Bharosa (1981),Adventure|Mystery            
5308,Ghungroo Ki Awaaz (1981),Mystery|Thriller            
5310,Main Aur Mera Hathi (1981),Action|Drama            
5316,Ek Duuje Ke Liye (1981),Drama|Musical|Romance            
5317,Bulundi (1981),Action|Crime|Drama            
5319,Roohi (1981),Action|Drama|Romance            
5321,Gopichand Jasoos (1982),Comedy|Thriller            
5322,Dil Ka Sathi Dil (1982),Romance
5325,Aamne Samne (1982),Action|Crime|Drama            
5326,Sun Sajna (1982),Drama|Family|Romance            
5327,Anmol Sitaare (1982),Drama
5328,Ramnagari (1982),Drama
5329,Yeh Nazdeekiyan (1982),Drama|Romance            
5330,Saath Saath (1982),Drama
5332,Vijeta (1982),Drama
