userId,movieId,rating,timestamp
1,3,3.1,1679238897
2,3,3.1,1679238897
3,3,3.1,1679238897
4,3,3.1,1679238897
5,3,3.1,1679238897
6,3,3.1,1679238897
7,3,3.1,1679238897
8,3,3.1,1679238897
9,3,3.1,1679238897
1,6,2.6,1679238897
2,6,2.6,1679238897
3,6,2.6,1679238897
4,6,2.6,1679238897
5,6,2.6,1679238897
1,35,3.0,1679238897
2,35,3.0,1679238897
3,35,3.0,1679238897
4,35,3.0,1679238897
5,35,3.0,1679238897
6,35,3.0,1679238897
7,35,3.0,1679238897
8,35,3.0,1679238897
9,35,3.0,1679238897
1,57,2.7,1679238897
2,57,2.7,1679238897
3,57,2.7,1679238897
4,57,2.7,1679238897
5,57,2.7,1679238897
1,67,3.0,1679238897
2,67,3.0,1679238897
3,67,3.0,1679238897
4,67,3.0,1679238897
5,67,3.0,1679238897
1,72,3.6,1679238897
2,72,3.6,1679238897
3,72,3.6,1679238897
4,72,3.6,1679238897
5,72,3.6,1679238897
6,72,3.6,1679238897
7,72,3.6,1679238897
8,72,3.6,1679238897
9,72,3.6,1679238897
1,73,3.1,1679238897
2,73,3.1,1679238897
3,73,3.1,1679238897
4,73,3.1,1679238897
5,73,3.1,1679238897
6,73,3.1,1679238897
7,73,3.1,1679238897
8,73,3.1,1679238897
9,73,3.1,1679238897
1,92,1.2,1679238897
2,92,1.2,1679238897
3,92,1.2,1679238897
4,92,1.2,1679238897
5,92,1.2,1679238897
1,172,4.1,1679238897
2,172,4.1,1679238897
3,172,4.1,1679238897
4,172,4.1,1679238897
1,177,1.3,1679238897
2,177,1.3,1679238897
3,177,1.3,1679238897
4,177,1.3,1679238897
5,177,1.3,1679238897
6,177,1.3,1679238897
7,177,1.3,1679238897
8,177,1.3,1679238897
9,177,1.3,1679238897
1,251,2.1,1679238897
2,251,2.1,1679238897
3,251,2.1,1679238897
4,251,2.1,1679238897
5,251,2.1,1679238897
6,251,2.1,1679238897
7,251,2.1,1679238897
8,251,2.1,1679238897
9,251,2.1,1679238897
1,258,2.7,1679238897
2,258,2.7,1679238897
3,258,2.7,1679238897
4,258,2.7,1679238897
5,258,2.7,1679238897
6,258,2.7,1679238897
1,286,2.2,1679238897
2,286,2.2,1679238897
3,286,2.2,1679238897
4,286,2.2,1679238897
5,286,2.2,1679238897
6,286,2.2,1679238897
7,286,2.2,1679238897
8,286,2.2,1679238897
9,286,2.2,1679238897
1,287,2.5,1679238897
2,287,2.5,1679238897
3,287,2.5,1679238897
4,287,2.5,1679238897
5,287,2.5,1679238897
6,287,2.5,1679238897
1,297,2.5,1679238897
2,297,2.5,1679238897
3,297,2.5,1679238897
4,297,2.5,1679238897
5,297,2.5,1679238897
6,297,2.5,1679238897
7,297,2.5,1679238897
1,318,3.7,1679238897
2,318,3.7,1679238897
3,318,3.7,1679238897
4,318,3.7,1679238897
5,318,3.7,1679238897
6,318,3.7,1679238897
7,318,3.7,1679238897
8,318,3.7,1679238897
9,318,3.7,1679238897
1,345,3.1,1679238897
2,345,3.1,1679238897
3,345,3.1,1679238897
4,345,3.1,1679238897
5,345,3.1,1679238897
6,345,3.1,1679238897
7,345,3.1,1679238897
8,345,3.1,1679238897
1,353,3.1,1679238897
2,353,3.1,1679238897
3,353,3.1,1679238897
4,353,3.1,1679238897
5,353,3.1,1679238897
6,353,3.1,1679238897
7,353,3.1,1679238897
8,353,3.1,1679238897
1,383,1.1,1679238897
2,383,1.1,1679238897
3,383,1.1,1679238897
4,383,1.1,1679238897
5,383,1.1,1679238897
6,383,1.1,1679238897
7,383,1.1,1679238897
8,383,1.1,1679238897
9,383,1.1,1679238897
1,386,3.2,1679238897
2,386,3.2,1679238897
3,386,3.2,1679238897
4,386,3.2,1679238897
5,386,3.2,1679238897
6,386,3.2,1679238897
7,386,3.2,1679238897
8,386,3.2,1679238897
9,386,3.2,1679238897
1,390,3.0,1679238897
2,390,3.0,1679238897
3,390,3.0,1679238897
4,390,3.0,1679238897
5,390,3.0,1679238897
6,390,3.0,1679238897
7,390,3.0,1679238897
8,390,3.0,1679238897
9,390,3.0,1679238897
1,395,1.5,1679238897
2,395,1.5,1679238897
3,395,1.5,1679238897
4,395,1.5,1679238897
5,395,1.5,1679238897
6,395,1.5,1679238897
7,395,1.5,1679238897
8,395,1.5,1679238897
9,395,1.5,1679238897
1,397,3.6,1679238897
2,397,3.6,1679238897
3,397,3.6,1679238897
4,397,3.6,1679238897
5,397,3.6,1679238897
1,429,3.0,1679238897
2,429,3.0,1679238897
3,429,3.0,1679238897
4,429,3.0,1679238897
5,429,3.0,1679238897
6,429,3.0,1679238897
7,429,3.0,1679238897
1,444,3.0,1679238897
2,444,3.0,1679238897
3,444,3.0,1679238897
4,444,3.0,1679238897
5,444,3.0,1679238897
6,444,3.0,1679238897
7,444,3.0,1679238897
8,444,3.0,1679238897
9,444,3.0,1679238897
1,460,3.0,1679238897
2,460,3.0,1679238897
